"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Scenario_11","Scenario_12","Scenario_13","Scenario_14","Scenario_15","Scenario_16","Scenario_17","Scenario_18","Scenario_19","Scenario_20","Scenario_21","Scenario_22","Scenario_23","Scenario_24","Scenario_25","Scenario_26","Scenario_27","Scenario_28","Scenario_29","Scenario_30","Scenario_31","Scenario_32","Scenario_33","Scenario_34","Scenario_35","Scenario_36","Scenario_37","Scenario_38","Scenario_39","Scenario_40","Scenario_41","Scenario_42","Scenario_43","Scenario_44","Scenario_45","Scenario_46","Scenario_47","Scenario_48","Scenario_49","Scenario_50","Date"
116.243606009853,96.1498239276657,93.6538805617192,88.6998112836503,103.016721413328,101.865790515809,95.5122689255873,80.1316853418017,98.6846639609557,112.372235742774,94.8632377699632,78.4577835525219,165.102612025726,54.6702910755224,93.6666771408399,142.762490205149,81.9090148489204,138.745324631933,72.0394266931637,135.628871200688,99.8516897339622,86.364412847893,108.496495420239,72.4005058449091,128.44305179037,93.6794409006961,66.264024228079,63.7957778006517,54.5170611120483,64.1101687131801,140.366585227007,113.903217643775,116.85594633009,145.306688075665,145.393746166724,74.2889190309712,93.2358695861478,139.469406809086,122.078204285351,135.333194147386,125.409063125331,123.88910634736,101.49236996994,47.7309010812963,109.221931322184,89.2654992241207,88.602189331382,88.1331323961238,112.878308015768,82.2475653451185,2024-10-01 10:00:00
110.996749479943,94.2235507056062,89.9096823934138,60.646945276268,94.9258961434977,105.993716382632,65.0379639711231,69.5205443595723,97.1418819546406,116.823589169319,97.289877936979,70.5260349986167,149.402924722566,28.997349568773,83.3712292841696,130.746624686145,72.4094026395434,121.325169104854,21.9576310754866,143.141505472162,88.3535913964649,66.7461557906718,101.273479785592,56.2947606646538,128.014236575058,92.2003311039743,57.6850391513105,60.5013706194393,57.1637617294616,14.1768390166672,135.248363127832,106.716142875106,106.615904292435,137.314946224568,133.718939234188,64.4744605154229,82.2168808277819,126.836359130883,102.8361402107,123.51792749755,123.999940906804,122.074965403037,90.1584994723489,41.3801528554844,100.907698330455,88.4969695781708,77.8817857654274,71.3877108447569,116.122337384368,70.4041653667473,2024-10-01 11:00:00
108.584016447644,71.8410703185817,90.6692846134447,44.3061873817798,77.7052775997914,85.6864427791167,36.6232485907373,63.9192056764085,80.5546485093828,102.346813008602,92.7352450622801,70.5650927945867,160.284242209564,23.4513006882294,75.4897473031359,128.084161671366,74.2527226032574,113.743671979817,-37.0182030436736,130.523663631383,96.6281553651898,47.3152388768293,94.7885483832847,54.0926244220549,117.239786251736,86.5559089975179,45.1279674901617,53.193599615205,55.895877741852,-23.333143555639,132.893109040476,96.9158692064497,100.958288253256,117.987558617502,117.474928791793,57.1093170714323,78.9449841729746,114.459419267597,91.2638921755811,110.907472907884,119.785866671089,112.086268960157,79.2237076785701,25.1152519975033,78.7992273128021,93.3014984345303,58.8449157004224,61.8325503609609,108.698863023095,57.0102517483694,2024-10-01 12:00:00
108.114759036578,81.2972864748246,100.185030152029,20.3857099798073,66.6864348496214,73.0389929019714,37.822188061762,61.657023074183,71.7286702394733,105.252361924817,94.9387611432989,55.6388408265731,154.861050991965,10.513103653964,67.5747382060102,119.226319583508,66.8320170656468,107.241526739255,-54.322688643459,127.601755380621,96.8404554906277,62.1626937338376,82.4807036894211,59.0646463499663,107.826663563249,83.4398435802188,40.1885381260315,34.2620682222046,46.3790418481026,-12.8467419694491,126.630083488695,101.460525628231,105.538377453471,105.451868421912,110.004936372851,55.6941184818932,84.0325001516069,125.673684202633,97.6133319644823,115.021296609689,120.805332099931,118.843239543742,86.4720951049671,38.6875609372319,76.100423752795,86.792086791779,73.1220528381312,54.3111869142228,115.93138381982,42.9522357421659,2024-10-01 13:00:00
101.322024652299,79.4264636198247,93.811231759021,-30.4063436907101,65.4107006906002,63.0869965462807,45.0946259820564,59.8180876697361,77.3385010578171,103.229899097626,84.4183535097164,44.1371215516604,161.737440593172,17.6810981562999,74.1782131185898,119.699062120554,63.6241061324634,104.179022642175,-63.8695487770155,112.476102427689,102.276478422617,43.1777609038261,70.4557461722001,55.4276520498169,112.05329881687,85.0500262787571,19.4541916114047,39.5922370853651,29.9798547796398,-21.6158266681555,124.500643612353,99.75794935464,91.3615235755108,94.6923344326557,99.7652178483143,52.4492932095887,68.5395901821105,130.492610929911,90.9045797068603,101.111031810806,118.375111556205,121.521505828126,79.4459799417432,5.01271275976388,73.7063679781837,86.9584322384621,74.0278763975728,48.4825982730647,112.21225646317,42.7786227585106,2024-10-01 14:00:00
112.444182199508,80.5265919220405,95.378795686867,-40.9634899433856,67.0182568059097,45.2627081254103,37.2902031840013,43.7028541223162,53.8854469894607,92.5122097814528,80.3096785695172,24.5952922048567,165.950497297404,-22.3908219203395,72.7601347179968,109.771005714805,48.131395194957,96.9577189236221,-62.8334887791493,104.836721930062,107.025453599126,53.4493085775844,68.5933587595211,46.3900621579864,116.380657406073,79.5077753903256,16.6217747478782,72.1173507824496,-33.5153449334404,-18.117473324449,115.721400504204,113.958049611676,90.8856746973675,90.3239526663531,83.1924726586322,47.3173252960047,68.960728892411,121.147350963205,88.166769569286,86.6506232100879,106.182344862848,125.073895988855,74.4510562872901,-31.2374172259715,64.0928191515949,74.7320775919331,78.2063883073871,35.9167845181894,111.902654240318,33.9300493397384,2024-10-01 15:00:00
118.569281201462,88.911642568839,104.460415990825,-40.039673377396,79.8658922897511,59.8705706677487,54.0131645767667,52.6686477359945,21.2928114650521,96.7488038157131,83.3590529737065,25.4874132138826,164.472541151642,6.95811720818187,63.3975415693489,124.298754921214,56.623983234143,90.3832362386966,-72.551163021054,100.853396123481,100.523625080747,43.8891066311785,53.2805883631953,64.7942601812447,114.114983635475,78.2746981296573,21.4687517605763,63.9583461458057,-14.5713924118134,18.1664217325934,114.650195342317,103.155131454285,79.2278876706064,99.9545445964423,75.2324220583228,62.2090617930728,74.847440654125,109.477570982036,84.5719662684695,87.7935739986277,101.8962747814,123.034567207679,82.0832883097499,-30.8696675486497,67.5403995643718,73.1244752420861,84.6480365416208,55.462618555015,119.780516699728,28.5146292601909,2024-10-01 16:00:00
112.139072634691,96.6837087024167,122.390350224665,-18.7497102430295,85.8623848544463,82.7001731474989,60.2804366815626,77.7978208106606,39.3186652470784,104.944929301432,95.845117516384,31.2404742216669,171.211552950211,41.3205901985914,77.193657655072,127.03679930626,56.8738918067368,95.8626684982647,-81.7497978173553,113.97508685255,104.458958956769,25.8899225500295,63.8450037507075,74.5322736281135,116.855541651994,82.5549129133937,29.8744540055368,78.0160269368914,11.0970403670071,45.2944557611419,134.703238727345,102.458098763839,93.2307865327334,109.713349260206,81.5971801281116,76.5468529691878,76.6935815612863,113.263819249491,94.0136614274266,96.9656345813404,97.4760353009114,131.860374446836,86.0854599523087,10.2255795679858,68.8271273878246,95.8761616727537,89.393219153888,70.6378447534662,131.797445349225,37.2715412066905,2024-10-01 17:00:00
132.895395200291,114.164971680863,143.558247384691,49.8529500241023,114.879516753996,105.740508952427,80.0336021639175,90.9729684586438,66.1805306484559,114.826911051899,116.88439224306,55.3774170924542,182.233809687066,68.4529387157719,90.3070317656636,148.413774934486,84.4492125160873,116.432858683466,-56.9701502387143,127.092357816787,119.973778292159,49.5896300037314,81.4388773349504,94.7393036811245,129.741937057533,102.784467803966,48.8111534063642,101.581187982721,14.5698825410476,75.5368180305305,148.869011327879,127.443693018388,108.281265572207,116.178752459785,96.5030850139901,98.7009403540806,89.1995976615759,123.860103488335,116.164532804739,120.381799736215,121.976643221326,146.663887996071,98.9337080005524,34.9119074435528,86.4844358633088,112.54308867575,109.978838052189,107.808468324202,147.16323681922,54.5724382110513,2024-10-01 18:00:00
153.164974086952,144.795283268486,167.733750292622,88.4571384831799,134.307861743035,128.118699714969,118.743668095898,119.692851126713,94.1576299763794,138.859262294494,141.892271672793,97.9337656723756,202.043618555896,98.6553123707888,100.8355170194,165.600674239281,131.790200063546,138.057926436429,12.1202061996554,146.753794177417,136.638628882993,95.5502384376744,121.292991839872,117.368259370106,161.33506100708,121.509468574119,88.2204195814088,116.93809281976,64.2173699910619,109.640914785414,164.748851892908,148.638788152678,136.489723409824,141.168294004771,128.677529045736,131.188151158472,131.539791543759,147.825810473281,136.214424198451,142.309325931865,138.995628682438,169.04156231053,129.313400382626,80.0645109569666,114.666608761499,135.160436372337,141.923292085621,129.001121329551,170.784541507386,82.7286152624184,2024-10-01 19:00:00
169.503053941766,172.900492599415,185.084319021287,125.026063557432,148.211094091563,150.313256860966,144.335225047302,144.195054516599,128.751830692479,166.582228564318,168.136811699471,138.588170171719,219.589197108503,132.678374966567,127.651432181134,188.778206709312,156.466646658217,153.387203987378,56.1873776843599,169.92612322077,155.810516553928,125.353234361538,155.572059354319,145.279760754115,184.369025287853,151.420793091042,119.423490716015,152.756516157904,102.467029889052,123.275974774921,186.00218316242,181.627602262146,160.880304183367,169.92200255455,160.252498532858,161.394255851214,157.708197016678,179.201888097063,156.958534710418,172.86850996932,157.297765358002,197.360711548298,148.294915957476,113.762188985399,137.718722570658,165.541587722378,168.338277276103,159.70148449229,196.06351290969,115.181644160736,2024-10-01 20:00:00
170.971941499395,181.032642229418,191.237195787935,125.058136576953,138.930464151931,149.711490228905,147.276326195828,146.391072037092,139.93992658402,168.171982644813,165.714159585483,129.545989005786,216.365858246272,134.725364593483,130.319181255465,189.745744872185,162.530307211107,160.382629818149,63.07263846436,178.038242513771,168.844568417764,127.626098136335,155.568752597546,152.800389340199,189.34137175565,159.182538091037,115.789827536453,153.696210002972,106.327968143664,126.219874159796,182.665242776744,195.609535692118,169.476765630591,171.274531068245,155.253118567296,163.676370395106,154.561796225353,183.408021457478,158.838271386358,161.239842422219,166.691432977486,194.068175987133,154.766482212548,124.306665885863,152.347697361647,167.327359673964,166.16772134095,162.016586807224,191.378970688974,119.331022848577,2024-10-01 21:00:00
142.150348223959,173.770767233037,173.784401355952,94.8974392668931,120.573414313271,121.695279850863,116.684644188255,128.759968503681,121.898669419095,156.629890230375,143.892749824353,91.0670095215633,200.474081462227,110.540568045165,107.094129487931,171.924181495094,147.44656612116,131.302145671203,3.6550758444493,166.733138467768,149.319690201713,103.759626566777,134.939301213368,132.501351699777,170.107744381833,135.749979871635,98.5076211303786,117.504987216161,79.2715769440464,102.117642715406,166.601656523154,182.657245814828,161.85450167953,151.302701240757,128.847279826938,133.541091998221,135.720690960521,160.203033052851,128.147963959938,143.080384281645,141.885137160438,177.94737759903,146.496376384827,99.7633368659024,121.142868148493,147.450422508532,151.718762939824,143.627473090935,186.053858182403,98.0058772178714,2024-10-01 22:00:00
132.244164625101,173.726781637475,172.887255062,97.7797077749854,118.412336716797,119.768389653957,111.300469495089,125.710865424681,115.583420153895,162.091146957324,128.694181595835,94.8049655641223,195.237302972961,96.7536898753757,111.925300547997,176.038549782453,145.987439018831,109.467771213616,23.221551477631,160.281657814892,145.944036130353,96.7235179328272,119.018753898739,130.665627577473,174.527504961106,134.350506108882,88.8518883753221,106.250710512578,72.2646328353493,95.3256366726528,164.432611750339,177.144512585693,148.660783945521,150.019951537739,127.24050996285,123.957920907792,136.942844974354,155.469905006382,127.152653391813,135.639102503013,136.318105397032,179.239342037193,134.313688133388,100.406145896565,129.527570832887,142.70489270107,144.429743071745,140.231191069875,176.645281630423,94.3851628396894,2024-10-01 23:00:00
121.898081893536,168.997164468645,171.246249918498,91.3481298603099,109.584832853537,120.608918245236,103.022674895506,135.437303162812,109.031564185776,152.62117675426,130.245727251256,89.0320383869183,192.172653783726,79.7414282124446,111.138714936114,180.506581000243,150.328950589803,101.872833857712,7.97558112711517,159.472145892708,150.043999958741,106.402256078117,103.788553717369,134.32119439589,159.609748864029,129.215170635035,92.1843700780185,91.0043147393161,72.1134255730419,72.1893167805645,155.578545680559,164.564807991612,143.25470597036,138.600735420681,129.94034635007,109.596410095905,135.76327235927,150.671674413364,123.418112297305,122.240403004318,129.208989783202,164.836129425589,116.179306764964,97.9446702029623,129.485232936324,141.210148095034,145.923077727754,137.213185068623,173.012780482745,85.5704654442457,2024-10-02 00:00:00
105.472077051443,150.493980162508,168.83474255478,73.389224006261,103.502001275825,115.916162995982,83.6562909684391,131.340223381827,108.924494907612,157.097242792782,132.921865116456,74.7228359383641,188.58899600686,77.93029527332,101.953485646171,178.881958306172,144.198961441778,98.6869609070392,-33.5753169176749,151.240162242181,153.455188055308,107.29874728739,105.321852698131,135.819070884725,158.110647730418,127.575170424361,92.5279994641267,93.4963955720729,73.9048126680659,57.4551229925578,155.731065803174,164.041156168762,157.73622779403,133.424375467275,123.930723088388,89.7507381610984,127.136375127824,140.822541290131,121.287839424656,108.197637956,115.752164543933,164.128906096494,118.972878694371,104.45898314963,127.954546719505,146.661104822933,133.040809812965,134.573181571232,177.549585233473,78.7872724244509,2024-10-02 01:00:00
112.31125382958,165.432312936948,166.523196263228,60.397527390128,114.419679924543,116.962703753423,75.9127386250415,138.899384286564,87.6008413002969,164.106195071485,131.148937599165,78.37026335814,190.975005581601,68.9291874785194,104.69188283163,172.349949426138,131.436011999932,98.2264055003892,-22.7046573946278,140.387939979983,149.769147221693,107.586192060151,103.370997033748,128.520726707034,158.951450461674,135.576062923507,81.0362158382853,78.1354604033595,75.0380956263817,46.1562351445807,155.457671394553,156.460108948421,152.687767431438,122.752294136352,124.252336854743,77.5491412102729,120.087946412552,134.53871597811,122.370701827671,116.888506318851,111.573214946114,171.183814137237,122.606870463451,96.2938618002781,121.942507053172,142.999634442103,132.38449602548,138.815985770882,179.173764766406,72.4292076191061,2024-10-02 02:00:00
112.284587943245,160.374068401379,169.426331191234,66.7613745278212,123.073571273525,96.5159443179813,70.3177842567575,135.925418745756,71.575852503973,158.970633331524,139.955860318578,65.2740636022336,185.496085917172,62.6226624046893,102.919146980613,167.69304104469,134.375634422712,70.4101904724462,-10.9844906358267,142.760053035602,146.843505453992,95.7949160152651,93.3322929323523,121.413840143546,165.510950273593,121.18106968925,62.5549440795534,80.5070112020683,67.9160449355901,52.2509469071788,156.899753267959,149.758046550465,146.496175768239,122.096760736729,122.287929767087,95.0452493952379,108.870053727502,133.528343141383,115.726841315898,110.750835749227,115.727802169424,170.169099026007,120.199379015631,94.9991172132211,115.403282897994,139.114796192497,135.366297669031,128.853613174266,174.664553672784,64.9113106084018,2024-10-02 03:00:00
101.522126579649,171.318810273385,169.696028882469,59.1387667511987,113.539376389723,94.8473635617244,66.9292620044881,130.619929873076,76.7143246088934,167.477568318479,133.270500286931,61.0483294761102,185.75366395885,69.4949607084064,103.458786664597,178.288492554195,128.298128522323,61.6410809694273,10.0448729135079,128.666234854129,134.805493321559,89.7140909988703,93.9165463522869,113.75948820277,167.700301106428,115.21881881535,46.7774396765804,87.0017490748539,58.1596863441257,42.3768809779055,156.819849092462,150.550543729623,148.047034637145,121.287422731006,116.318116538461,92.0428497587177,106.314831536292,140.552502841327,106.939148270319,111.429583306947,119.264053127174,171.257169228343,123.457469461167,94.1068248679344,115.679162624446,139.538188080109,131.572817465504,131.442161531429,172.629393001228,57.052278709316,2024-10-02 04:00:00
115.246199739384,176.727555620809,164.393573566005,63.1607156533067,104.339195896301,92.3930019188344,79.3384750868408,130.776538866234,81.2557681621087,180.22883905143,141.989320885689,66.9810024827128,185.11934514691,72.5729871667453,103.678307279127,182.192262735443,124.080202587934,37.7833713305158,26.5339652724726,132.505867489141,121.955716255876,81.8150338950946,95.5385312492034,108.574476416862,162.975006748031,120.642832091988,45.9784276508933,100.950105397963,70.7855970259843,51.3726974328303,146.02841022717,156.922037660983,155.27732370479,124.79727519431,121.036394187298,91.0941691809406,97.1839417866223,139.66515393307,106.646098568441,120.141928107419,121.937820507421,171.943369473305,122.306207006155,84.2250400871039,122.150222338289,142.442054425036,133.975974899151,148.900022825904,180.08126218574,43.2606845148879,2024-10-02 05:00:00
124.951130655395,189.141826851604,164.619424986322,71.5045711165756,117.22820238963,105.697503172718,87.9375242364675,137.516328863502,79.003262350018,187.111729113014,150.712259417589,82.9431726414613,189.185084047033,84.1306017451202,100.415271827996,186.361161996819,131.018469583582,33.4344239492152,15.6727333381536,140.957398929776,137.126461089455,83.4219052854231,101.533730890877,128.368650150274,162.964448860098,118.211070121188,55.9756699903213,98.7301328475957,78.2586759839081,59.5477381966122,137.813123925549,163.473200614048,154.11978841332,139.772995938143,134.383341719338,90.8151486082171,117.064466591946,146.964296862572,105.917195739826,127.740470434573,136.032023089602,175.925428600639,128.838616209542,91.5832088759156,128.116427032756,149.928623123992,133.146976050953,150.438953963741,179.370422546414,51.5320408780425,2024-10-02 06:00:00
133.219387579826,199.947510717894,165.036735197409,81.8700660295049,134.363893648289,124.138420278124,98.8422276312537,149.223532529491,103.934205502621,201.864700480964,174.442704011728,102.091842531135,198.241605131305,108.318295158233,123.331799997332,202.776533835127,132.852677090666,61.9027406283995,44.5997497779257,154.123121347495,150.525951603023,88.7869638273023,120.648313488492,138.609691703323,171.195513249036,127.576763387967,61.4554492372959,125.892027918555,91.162017039757,68.6727362998371,152.29668268997,177.517011320293,160.171849937101,165.377035136383,140.552309707253,94.4669056190599,121.367215839163,164.939536619686,115.355784040181,141.492471339342,142.82198336856,195.363034956554,141.427365064032,100.264988882576,150.210915386457,165.536107297665,143.108932250135,169.60768459078,178.623553594675,62.276992339543,2024-10-02 07:00:00
141.329090057075,203.591922733601,162.61755337746,84.0066800396735,136.498088352553,114.474859801285,108.232004458418,155.638087575905,113.022273552982,200.434515461241,185.387929058024,109.677035649756,201.26232145316,109.747292299581,128.384034147857,197.586186187989,127.631712650243,76.8124033228045,38.1446348871692,159.625960106567,156.375585009579,81.8767826289569,119.952765102128,140.83222285778,171.583843686339,133.109712109768,63.7642305648999,138.709929980033,100.706129519037,71.0329963424285,158.09392517833,186.693065814279,158.93311148369,168.812783705545,146.498798244224,97.1484007098141,123.262869013529,173.506007559742,125.531331984398,151.830517150252,140.596407736128,194.702547446719,145.563312135231,107.176156257555,161.919716197931,171.392384584171,145.485642093524,173.514128921578,178.204355054954,57.7974636136656,2024-10-02 08:00:00
129.430836278898,192.662072443113,145.741536414309,63.1996216923983,120.392340636213,100.130802196144,106.969115771602,141.490532713265,88.2298667519647,195.191672948695,174.177286007874,89.1209655621161,192.329004852161,87.2704471780373,115.760358860398,178.206984722027,115.926791398229,54.7937471877442,-23.3169215480773,145.216910729428,133.002985110017,49.9219602648991,97.7318962771024,126.119575469555,159.481108227939,124.994560736312,47.4661354246373,125.689940259411,72.7529956849077,44.835259765159,129.344906113411,181.979517450951,146.470692783911,156.441077490066,138.130753251095,76.3074968616733,113.355412290011,164.837522928684,116.157996500634,136.861626226204,123.224782086847,192.825188863928,142.347968777182,89.4282597678912,145.238138672214,148.701177885427,118.369805029496,158.847850696441,165.345813298036,-21.2922314608234,2024-10-02 09:00:00
121.87301249511,181.242651691466,121.954056444888,41.1752919113378,88.0080656967505,77.0600842925599,90.667888507473,117.102415074473,70.3658876203029,181.205101637437,165.898284851549,79.0675676222502,173.982930498361,73.503960800649,94.7925389327396,161.483899812596,109.247435764269,7.09173468887691,-57.0116815832173,127.025941075614,110.251849483501,25.2734649146963,74.7284312421678,105.34534962134,153.306023381212,108.424764453105,9.36531987953076,116.029648881736,60.0944327291276,-16.7337470199609,107.411153692958,174.032446977701,125.379006434011,152.76057249816,114.319204847397,53.8865052719217,99.9869879081679,157.81537991577,114.890550753982,125.966380570608,107.239200495174,183.575582598653,128.557985372735,67.1582151842113,131.428518450282,137.223318460957,100.392763042103,145.135997412657,152.7324798045,-35.7429734225152,2024-10-02 10:00:00
